drug_row,drug_col,cell_line_name,study_name,tissue_name,synergy_loewe
Carboplatinum,MK-1775,KPL1,ONEIL,breast,-4.2864643591027205
915019-65-7,Carboplatinum,KPL1,ONEIL,breast,-21.2776050221766
Bortezomib,Carboplatinum,KPL1,ONEIL,breast,-14.970366418358699
Carboplatinum,Dasatinib,KPL1,ONEIL,breast,0.324687779819535
Carboplatinum,Dinaciclib,KPL1,ONEIL,breast,-24.5821993645544
Carboplatinum,Erlotinib,KPL1,ONEIL,breast,-10.996692672171712
Carboplatinum,geldanamycin,KPL1,ONEIL,breast,-7.551289875736325
Carboplatinum,L-778123 free base,KPL1,ONEIL,breast,-10.11808250099471
Carboplatinum,Lapatinib,KPL1,ONEIL,breast,-12.071175961722718
Carboplatinum,MK-2206,KPL1,ONEIL,breast,-6.11493833364454
Carboplatinum,Niraparib,KPL1,ONEIL,breast,0.5783653263353299
Carboplatinum,MK-5108,KPL1,ONEIL,breast,-2.2136940295053025
Carboplatinum,Deforolimus,KPL1,ONEIL,breast,1.017314825498231
891494-63-6,Carboplatinum,KPL1,ONEIL,breast,2.3574908712067923
391210-10-9,Carboplatinum,KPL1,ONEIL,breast,5.011504460783315
Carboplatinum,Sorafenib,KPL1,ONEIL,breast,-21.6881578557581
Carboplatinum,Sunitinib,KPL1,ONEIL,breast,-21.5551891511401
Carboplatinum,temozolomide,KPL1,ONEIL,breast,-2.5984414145871204
Carboplatinum,Vorinostat,KPL1,ONEIL,breast,-7.325572602385581
Veliparib,cyclophosphamide,KPL1,ONEIL,breast,-9.86844524877648
MK-1775,cyclophosphamide,KPL1,ONEIL,breast,-26.9254923607443
915019-65-7,cyclophosphamide,KPL1,ONEIL,breast,-24.86115214129
Bortezomib,cyclophosphamide,KPL1,ONEIL,breast,-41.193812794356305
Dasatinib,cyclophosphamide,KPL1,ONEIL,breast,-14.083380397838
Dinaciclib,cyclophosphamide,KPL1,ONEIL,breast,-42.6240785702821
Erlotinib,cyclophosphamide,KPL1,ONEIL,breast,-23.0565472260462
cyclophosphamide,geldanamycin,KPL1,ONEIL,breast,-16.746529467254398
L-778123 free base,cyclophosphamide,KPL1,ONEIL,breast,-11.880399557909605
Lapatinib,cyclophosphamide,KPL1,ONEIL,breast,-32.959319824698696
MK-2206,cyclophosphamide,KPL1,ONEIL,breast,-2.91144479384394
Niraparib,cyclophosphamide,KPL1,ONEIL,breast,-7.27036438470197
MK-5108,cyclophosphamide,KPL1,ONEIL,breast,-7.526904069681925
Deforolimus,cyclophosphamide,KPL1,ONEIL,breast,-24.974201173943
891494-63-6,cyclophosphamide,KPL1,ONEIL,breast,-17.3707350126332
391210-10-9,cyclophosphamide,KPL1,ONEIL,breast,6.02987048141407
Sorafenib,cyclophosphamide,KPL1,ONEIL,breast,-12.8865619492665
Sunitinib,cyclophosphamide,KPL1,ONEIL,breast,-11.2564083938151
cyclophosphamide,temozolomide,KPL1,ONEIL,breast,-5.696325629526576
Vorinostat,cyclophosphamide,KPL1,ONEIL,breast,-18.4587474058878
Dasatinib,Veliparib,KPL1,ONEIL,breast,2.8259088035348405
915019-65-7,Dasatinib,KPL1,ONEIL,breast,-1.7547926363775102
Dasatinib,Dinaciclib,KPL1,ONEIL,breast,3.755482787582502
Dasatinib,geldanamycin,KPL1,ONEIL,breast,-2.1026228906652857
Dasatinib,Deforolimus,KPL1,ONEIL,breast,7.2241637626727355
891494-63-6,Dasatinib,KPL1,ONEIL,breast,10.21575582405228
Dasatinib,Eloxatin (TN),KPL1,ONEIL,breast,0.294789442711631
7-Ethyl-10-hydroxycamptothecin,Dasatinib,KPL1,ONEIL,breast,6.96685042660301
Dasatinib,Sorafenib,KPL1,ONEIL,breast,-0.14526937761675146
Dasatinib,topotecan,KPL1,ONEIL,breast,4.46274878620096
Veliparib,dexamethasone,KPL1,ONEIL,breast,5.2252617979918945
MK-1775,dexamethasone,KPL1,ONEIL,breast,6.08567285350827
915019-65-7,dexamethasone,KPL1,ONEIL,breast,-0.49354343147590074
Bortezomib,dexamethasone,KPL1,ONEIL,breast,-3.194221307296128
Dasatinib,dexamethasone,KPL1,ONEIL,breast,15.901050758432302
Dinaciclib,dexamethasone,KPL1,ONEIL,breast,-1.435134279720385
Erlotinib,dexamethasone,KPL1,ONEIL,breast,-0.39234356219713756
dexamethasone,geldanamycin,KPL1,ONEIL,breast,-2.6734606784348047
L-778123 free base,dexamethasone,KPL1,ONEIL,breast,4.62424106709038
Lapatinib,dexamethasone,KPL1,ONEIL,breast,-5.03634886180836
MK-2206,dexamethasone,KPL1,ONEIL,breast,13.4960575378968
Niraparib,dexamethasone,KPL1,ONEIL,breast,6.579657446771662
MK-5108,dexamethasone,KPL1,ONEIL,breast,13.125537570026207
Deforolimus,dexamethasone,KPL1,ONEIL,breast,9.253307061558804
891494-63-6,dexamethasone,KPL1,ONEIL,breast,11.486291808966921
391210-10-9,dexamethasone,KPL1,ONEIL,breast,-1.1045472271665637
Sorafenib,dexamethasone,KPL1,ONEIL,breast,0.6962177781593859
Sunitinib,dexamethasone,KPL1,ONEIL,breast,-2.0072052688151354
dexamethasone,temozolomide,KPL1,ONEIL,breast,-3.7036644019017304
Vorinostat,dexamethasone,KPL1,ONEIL,breast,-3.29694533103532
891494-63-6,Dinaciclib,KPL1,ONEIL,breast,-2.6178277714994116
Veliparib,doxorubicin,KPL1,ONEIL,breast,-36.6175604440951
MK-1775,doxorubicin,KPL1,ONEIL,breast,-10.523353751803295
915019-65-7,doxorubicin,KPL1,ONEIL,breast,0.5668139187001388
Bortezomib,doxorubicin,KPL1,ONEIL,breast,-3.7416761482742675
Dasatinib,doxorubicin,KPL1,ONEIL,breast,-15.3202262784022
Dinaciclib,doxorubicin,KPL1,ONEIL,breast,-3.80749065158232
Erlotinib,doxorubicin,KPL1,ONEIL,breast,-2.160331828885459
doxorubicin,geldanamycin,KPL1,ONEIL,breast,-11.107234925130392
L-778123 free base,doxorubicin,KPL1,ONEIL,breast,-8.4853567728233
Lapatinib,doxorubicin,KPL1,ONEIL,breast,-3.02161023743365
MK-2206,doxorubicin,KPL1,ONEIL,breast,-3.2652526550992897
Niraparib,doxorubicin,KPL1,ONEIL,breast,-18.0315042827541
MK-5108,doxorubicin,KPL1,ONEIL,breast,-19.3982487420959
Deforolimus,doxorubicin,KPL1,ONEIL,breast,6.39644000421919
891494-63-6,doxorubicin,KPL1,ONEIL,breast,-18.4721098258959
391210-10-9,doxorubicin,KPL1,ONEIL,breast,-12.5320911675699
Sorafenib,doxorubicin,KPL1,ONEIL,breast,-7.25462847072996
Sunitinib,doxorubicin,KPL1,ONEIL,breast,-0.5819506064944303
doxorubicin,temozolomide,KPL1,ONEIL,breast,-65.04207781723697
Vorinostat,doxorubicin,KPL1,ONEIL,breast,-7.24591930484345
Erlotinib,Veliparib,KPL1,ONEIL,breast,-4.479626492469078
915019-65-7,Erlotinib,KPL1,ONEIL,breast,5.6705410858795675
Bortezomib,Erlotinib,KPL1,ONEIL,breast,-0.1519344364005597
Dasatinib,Erlotinib,KPL1,ONEIL,breast,-1.619413918159805
Dinaciclib,Erlotinib,KPL1,ONEIL,breast,-0.14771162492672918
Erlotinib,geldanamycin,KPL1,ONEIL,breast,1.5046198279224179
Deforolimus,Erlotinib,KPL1,ONEIL,breast,9.085269443948137
891494-63-6,Erlotinib,KPL1,ONEIL,breast,1.0927610948516862
Eloxatin (TN),Erlotinib,KPL1,ONEIL,breast,0.5247868193239639
391210-10-9,Erlotinib,KPL1,ONEIL,breast,-1.3285678209163474
7-Ethyl-10-hydroxycamptothecin,Erlotinib,KPL1,ONEIL,breast,6.87749636978106
Erlotinib,Sorafenib,KPL1,ONEIL,breast,1.4194316926151305
Erlotinib,topotecan,KPL1,ONEIL,breast,9.107956269673805
Veliparib,etoposide,KPL1,ONEIL,breast,-0.8615441892483393
MK-1775,etoposide,KPL1,ONEIL,breast,7.442706100135505
915019-65-7,etoposide,KPL1,ONEIL,breast,-5.51821301851383
Bortezomib,etoposide,KPL1,ONEIL,breast,-3.776393200441078
Dasatinib,etoposide,KPL1,ONEIL,breast,5.327318017902737
Dinaciclib,etoposide,KPL1,ONEIL,breast,-0.2453754029361082
Erlotinib,etoposide,KPL1,ONEIL,breast,5.2690415366289045
etoposide,geldanamycin,KPL1,ONEIL,breast,-3.1002344298994524
Lapatinib,etoposide,KPL1,ONEIL,breast,-1.18540205758578
MK-2206,etoposide,KPL1,ONEIL,breast,11.395591853530593
Niraparib,etoposide,KPL1,ONEIL,breast,3.3259810057971304
MK-5108,etoposide,KPL1,ONEIL,breast,-0.12796875168299054
Deforolimus,etoposide,KPL1,ONEIL,breast,8.413355926050283
891494-63-6,etoposide,KPL1,ONEIL,breast,6.791547008127678
391210-10-9,etoposide,KPL1,ONEIL,breast,0.16427864445805024
Sorafenib,etoposide,KPL1,ONEIL,breast,1.0263779453712991
Sunitinib,etoposide,KPL1,ONEIL,breast,3.98247485120127
etoposide,temozolomide,KPL1,ONEIL,breast,-19.085816174820902
Vorinostat,etoposide,KPL1,ONEIL,breast,1.02192343570778
915019-65-7,geldanamycin,KPL1,ONEIL,breast,-0.69547904044777
Dinaciclib,geldanamycin,KPL1,ONEIL,breast,-0.6480794886489231
891494-63-6,geldanamycin,KPL1,ONEIL,breast,-1.99785644551119
Eloxatin (TN),geldanamycin,KPL1,ONEIL,breast,-0.39534314256079806
7-Ethyl-10-hydroxycamptothecin,geldanamycin,KPL1,ONEIL,breast,0.029640360019074996
Sorafenib,geldanamycin,KPL1,ONEIL,breast,-1.776005013441909
geldanamycin,topotecan,KPL1,ONEIL,breast,1.66339912183967
Veliparib,gemcitabine,KPL1,ONEIL,breast,1.9331447554297607
MK-1775,gemcitabine,KPL1,ONEIL,breast,3.04263911119841
915019-65-7,gemcitabine,KPL1,ONEIL,breast,7.599146262518637
Bortezomib,gemcitabine,KPL1,ONEIL,breast,-7.513615491108
Dasatinib,gemcitabine,KPL1,ONEIL,breast,3.1825426277992
Dinaciclib,gemcitabine,KPL1,ONEIL,breast,-7.9542554852101475
Erlotinib,gemcitabine,KPL1,ONEIL,breast,5.48874099272076
geldanamycin,gemcitabine,KPL1,ONEIL,breast,-1.82704282391542
Lapatinib,gemcitabine,KPL1,ONEIL,breast,2.497928751320506
MK-2206,gemcitabine,KPL1,ONEIL,breast,15.8453538550852
Niraparib,gemcitabine,KPL1,ONEIL,breast,1.895766550480941
MK-5108,gemcitabine,KPL1,ONEIL,breast,2.2596577971797887
Deforolimus,gemcitabine,KPL1,ONEIL,breast,10.54850143469239
891494-63-6,gemcitabine,KPL1,ONEIL,breast,4.00507790770104
391210-10-9,gemcitabine,KPL1,ONEIL,breast,1.5824507538046777
Sorafenib,gemcitabine,KPL1,ONEIL,breast,2.5265310611945506
Sunitinib,gemcitabine,KPL1,ONEIL,breast,7.8891785497058295
gemcitabine,temozolomide,KPL1,ONEIL,breast,-9.9584490045958
L-778123 free base,Veliparib,KPL1,ONEIL,breast,-4.94236117626264
L-778123 free base,MK-1775,KPL1,ONEIL,breast,2.43258470191892
915019-65-7,L-778123 free base,KPL1,ONEIL,breast,6.95218320578034
Bortezomib,L-778123 free base,KPL1,ONEIL,breast,1.362934538595401
Dasatinib,L-778123 free base,KPL1,ONEIL,breast,-1.36184210361722
Dinaciclib,L-778123 free base,KPL1,ONEIL,breast,-0.9809322449123815
Erlotinib,L-778123 free base,KPL1,ONEIL,breast,0.14340967981593034
L-778123 free base,etoposide,KPL1,ONEIL,breast,-5.66314804257641
L-778123 free base,geldanamycin,KPL1,ONEIL,breast,1.3619229367252008
L-778123 free base,gemcitabine,KPL1,ONEIL,breast,0.6249194666021278
L-778123 free base,Lapatinib,KPL1,ONEIL,breast,1.8183496953608311
L-778123 free base,MK-2206,KPL1,ONEIL,breast,19.2391208440567
L-778123 free base,Niraparib,KPL1,ONEIL,breast,-6.40562090068631
L-778123 free base,MK-5108,KPL1,ONEIL,breast,-3.02453917498068
Deforolimus,L-778123 free base,KPL1,ONEIL,breast,14.4194379453443
891494-63-6,L-778123 free base,KPL1,ONEIL,breast,-4.82824211405595
Eloxatin (TN),L-778123 free base,KPL1,ONEIL,breast,-5.681039947960017
391210-10-9,L-778123 free base,KPL1,ONEIL,breast,-3.694045974098178
7-Ethyl-10-hydroxycamptothecin,L-778123 free base,KPL1,ONEIL,breast,-2.08614321625596
L-778123 free base,Sorafenib,KPL1,ONEIL,breast,4.196125894514267
L-778123 free base,Sunitinib,KPL1,ONEIL,breast,8.75394353760759
L-778123 free base,temozolomide,KPL1,ONEIL,breast,-19.886271471081102
L-778123 free base,topotecan,KPL1,ONEIL,breast,0.9432054986213689
L-778123 free base,vinorelbine,KPL1,ONEIL,breast,3.33457623063015
L-778123 free base,Vorinostat,KPL1,ONEIL,breast,4.27578648090037
Lapatinib,Veliparib,KPL1,ONEIL,breast,-3.3300305174591394
915019-65-7,Lapatinib,KPL1,ONEIL,breast,4.51231047157911
Bortezomib,Lapatinib,KPL1,ONEIL,breast,1.6355446084909662
Dasatinib,Lapatinib,KPL1,ONEIL,breast,2.3858555819381797
Dinaciclib,Lapatinib,KPL1,ONEIL,breast,-0.24554287275996045
Erlotinib,Lapatinib,KPL1,ONEIL,breast,-6.780193530493795
Lapatinib,geldanamycin,KPL1,ONEIL,breast,5.124122350491534
Lapatinib,MK-2206,KPL1,ONEIL,breast,8.936676925305292
Lapatinib,Niraparib,KPL1,ONEIL,breast,-0.36831904143816907
Lapatinib,MK-5108,KPL1,ONEIL,breast,-1.2126187666579504
Deforolimus,Lapatinib,KPL1,ONEIL,breast,7.679049871473095
891494-63-6,Lapatinib,KPL1,ONEIL,breast,-2.66046968121423
Eloxatin (TN),Lapatinib,KPL1,ONEIL,breast,-8.41538452932603
391210-10-9,Lapatinib,KPL1,ONEIL,breast,7.082515201264423
7-Ethyl-10-hydroxycamptothecin,Lapatinib,KPL1,ONEIL,breast,5.12786870648485
Lapatinib,Sorafenib,KPL1,ONEIL,breast,1.2069417391716397
Lapatinib,topotecan,KPL1,ONEIL,breast,5.4726934646504555
Veliparib,metformin,KPL1,ONEIL,breast,-14.7613068667346
MK-1775,metformin,KPL1,ONEIL,breast,-19.19069720318961
915019-65-7,metformin,KPL1,ONEIL,breast,-26.6663389878433
Bortezomib,metformin,KPL1,ONEIL,breast,-33.2490283118036
Dasatinib,metformin,KPL1,ONEIL,breast,-9.23609506443788
Dinaciclib,metformin,KPL1,ONEIL,breast,-21.8478599620024
Erlotinib,metformin,KPL1,ONEIL,breast,-77.21701997994298
geldanamycin,metformin,KPL1,ONEIL,breast,-22.093564996126
L-778123 free base,metformin,KPL1,ONEIL,breast,-14.9403935679189
Lapatinib,metformin,KPL1,ONEIL,breast,-82.36040594223695
MK-2206,metformin,KPL1,ONEIL,breast,-9.4767606648293
Niraparib,metformin,KPL1,ONEIL,breast,-16.2949205034228
MK-5108,metformin,KPL1,ONEIL,breast,-16.3682294742845
Deforolimus,metformin,KPL1,ONEIL,breast,-21.1820297019321
891494-63-6,metformin,KPL1,ONEIL,breast,-16.1405945813263
391210-10-9,metformin,KPL1,ONEIL,breast,-7.608764070032297
Sorafenib,metformin,KPL1,ONEIL,breast,-26.5766576575997
Sunitinib,metformin,KPL1,ONEIL,breast,-32.17980584184
metformin,temozolomide,KPL1,ONEIL,breast,-7.258669911760893
Vorinostat,metformin,KPL1,ONEIL,breast,-38.7079143716263
Veliparib,methotrexate,KPL1,ONEIL,breast,-16.305593760383
MK-1775,methotrexate,KPL1,ONEIL,breast,-9.269055794155907
915019-65-7,methotrexate,KPL1,ONEIL,breast,-5.62812903183311
Bortezomib,methotrexate,KPL1,ONEIL,breast,-6.67694757726929
Dasatinib,methotrexate,KPL1,ONEIL,breast,-3.3771687041579304
Dinaciclib,methotrexate,KPL1,ONEIL,breast,-4.44943385474938
Erlotinib,methotrexate,KPL1,ONEIL,breast,-1.8488434504182005
geldanamycin,methotrexate,KPL1,ONEIL,breast,-14.661022129607
L-778123 free base,methotrexate,KPL1,ONEIL,breast,-13.096446020108592
Lapatinib,methotrexate,KPL1,ONEIL,breast,-6.375081698369082
MK-2206,methotrexate,KPL1,ONEIL,breast,-6.593849064935615
Niraparib,methotrexate,KPL1,ONEIL,breast,-9.492019851116222
MK-5108,methotrexate,KPL1,ONEIL,breast,-11.276564394971114
Deforolimus,methotrexate,KPL1,ONEIL,breast,-2.03947468507181
891494-63-6,methotrexate,KPL1,ONEIL,breast,-8.9130557185145
391210-10-9,methotrexate,KPL1,ONEIL,breast,-6.310022387378926
Sorafenib,methotrexate,KPL1,ONEIL,breast,-8.087034195799916
Sunitinib,methotrexate,KPL1,ONEIL,breast,-9.60921410393242
methotrexate,temozolomide,KPL1,ONEIL,breast,-44.915941865879645
Vorinostat,methotrexate,KPL1,ONEIL,breast,-13.172264892064092
Veliparib,mitomycin C,KPL1,ONEIL,breast,-0.7862046510124497
MK-1775,mitomycin C,KPL1,ONEIL,breast,0.08809404598156995
915019-65-7,mitomycin C,KPL1,ONEIL,breast,-1.411242603002893
Bortezomib,mitomycin C,KPL1,ONEIL,breast,-4.2581179835614495
Dasatinib,mitomycin C,KPL1,ONEIL,breast,6.10574291213785
Dinaciclib,mitomycin C,KPL1,ONEIL,breast,-1.91586221641023
Erlotinib,mitomycin C,KPL1,ONEIL,breast,-2.7319438620711427
geldanamycin,mitomycin C,KPL1,ONEIL,breast,-0.31040072956746995
L-778123 free base,mitomycin C,KPL1,ONEIL,breast,-5.729307602447933
Lapatinib,mitomycin C,KPL1,ONEIL,breast,4.12797077785745
MK-2206,mitomycin C,KPL1,ONEIL,breast,12.2349959563601
Niraparib,mitomycin C,KPL1,ONEIL,breast,1.32345340099605
MK-5108,mitomycin C,KPL1,ONEIL,breast,-5.17645533716221
Deforolimus,mitomycin C,KPL1,ONEIL,breast,10.920580117872985
891494-63-6,mitomycin C,KPL1,ONEIL,breast,0.128907575069555
391210-10-9,mitomycin C,KPL1,ONEIL,breast,2.15947016373708
Sorafenib,mitomycin C,KPL1,ONEIL,breast,-3.8865339851701797
Sunitinib,mitomycin C,KPL1,ONEIL,breast,7.29252654083482
mitomycin C,temozolomide,KPL1,ONEIL,breast,-24.5793522165329
Vorinostat,mitomycin C,KPL1,ONEIL,breast,-1.5077250295674811
MK-2206,Veliparib,KPL1,ONEIL,breast,8.56464156563107
915019-65-7,MK-2206,KPL1,ONEIL,breast,9.52363813105148
Bortezomib,MK-2206,KPL1,ONEIL,breast,2.78134794633714
Dasatinib,MK-2206,KPL1,ONEIL,breast,3.9206669099486895
Dinaciclib,MK-2206,KPL1,ONEIL,breast,2.0431515602471353
Erlotinib,MK-2206,KPL1,ONEIL,breast,13.094721516629306
MK-2206,geldanamycin,KPL1,ONEIL,breast,4.15129883948698
Deforolimus,MK-2206,KPL1,ONEIL,breast,18.8377783817923
891494-63-6,MK-2206,KPL1,ONEIL,breast,8.01967887578927
Eloxatin (TN),MK-2206,KPL1,ONEIL,breast,-6.22265550970716
391210-10-9,MK-2206,KPL1,ONEIL,breast,8.76212283641029
7-Ethyl-10-hydroxycamptothecin,MK-2206,KPL1,ONEIL,breast,14.5898708511182
MK-2206,Sorafenib,KPL1,ONEIL,breast,7.317266023745617
MK-2206,topotecan,KPL1,ONEIL,breast,11.958755856977403
5-Fluorouracil,MK-4541,KPL1,ONEIL,breast,-6.307642323420363
MK-4541,Veliparib,KPL1,ONEIL,breast,7.938165729245581
MK-1775,MK-4541,KPL1,ONEIL,breast,-3.238232842068925
915019-65-7,MK-4541,KPL1,ONEIL,breast,-21.4953669684994
Bortezomib,MK-4541,KPL1,ONEIL,breast,-29.020584976994602
Carboplatinum,MK-4541,KPL1,ONEIL,breast,13.99496892185805
MK-4541,cyclophosphamide,KPL1,ONEIL,breast,10.826666847747013
Dasatinib,MK-4541,KPL1,ONEIL,breast,-2.1152514377271734
MK-4541,dexamethasone,KPL1,ONEIL,breast,9.178956761512685
Dinaciclib,MK-4541,KPL1,ONEIL,breast,-22.675607990257298
MK-4541,doxorubicin,KPL1,ONEIL,breast,-40.719544119750495
Erlotinib,MK-4541,KPL1,ONEIL,breast,0.19482615653881974
MK-4541,etoposide,KPL1,ONEIL,breast,0.5618608458014003
MK-4541,geldanamycin,KPL1,ONEIL,breast,-12.896388263199498
MK-4541,gemcitabine,KPL1,ONEIL,breast,0.7502018976774788
L-778123 free base,MK-4541,KPL1,ONEIL,breast,-5.2649602387939725
Lapatinib,MK-4541,KPL1,ONEIL,breast,-4.163383445573893
MK-4541,metformin,KPL1,ONEIL,breast,1.6249825140141723
MK-4541,methotrexate,KPL1,ONEIL,breast,-19.8328653074398
MK-4541,mitomycin C,KPL1,ONEIL,breast,-10.551459122399926
MK-2206,MK-4541,KPL1,ONEIL,breast,-1.21511815300298
MK-4541,Niraparib,KPL1,ONEIL,breast,-0.4911515681971286
MK-4541,MK-5108,KPL1,ONEIL,breast,-6.697654860059988
Deforolimus,MK-4541,KPL1,ONEIL,breast,-25.3304883575914
891494-63-6,MK-4541,KPL1,ONEIL,breast,-5.44615065315906
MK-4541,MRK003,KPL1,ONEIL,breast,-11.464080215878722
Eloxatin (TN),MK-4541,KPL1,ONEIL,breast,5.700829277312705
MK-4541,paclitaxel,KPL1,ONEIL,breast,-13.742061582541195
391210-10-9,MK-4541,KPL1,ONEIL,breast,5.963156663432435
7-Ethyl-10-hydroxycamptothecin,MK-4541,KPL1,ONEIL,breast,-13.020836436746691
MK-4541,Sorafenib,KPL1,ONEIL,breast,-5.38026654142507
MK-4541,Sunitinib,KPL1,ONEIL,breast,-0.3439781612410308
MK-4541,temozolomide,KPL1,ONEIL,breast,1.2037165627645288
MK-4541,topotecan,KPL1,ONEIL,breast,-1.5330778231131599
MK-4541,vinblastine,KPL1,ONEIL,breast,-21.3656449275711
MK-4541,vinorelbine,KPL1,ONEIL,breast,-11.125701408031498
MK-4541,Vorinostat,KPL1,ONEIL,breast,-9.925715663165688
Niraparib,Veliparib,KPL1,ONEIL,breast,-1.34450919033271
915019-65-7,Niraparib,KPL1,ONEIL,breast,-6.63715789282723
Bortezomib,Niraparib,KPL1,ONEIL,breast,-2.8245311595659905
Dasatinib,Niraparib,KPL1,ONEIL,breast,4.40593985803487
Dinaciclib,Niraparib,KPL1,ONEIL,breast,-1.168119943489685
Erlotinib,Niraparib,KPL1,ONEIL,breast,8.305445651648908
Niraparib,geldanamycin,KPL1,ONEIL,breast,0.970716477727064
MK-2206,Niraparib,KPL1,ONEIL,breast,9.539275327694515
Deforolimus,Niraparib,KPL1,ONEIL,breast,6.909626744413193
891494-63-6,Niraparib,KPL1,ONEIL,breast,5.22184841894593
Eloxatin (TN),Niraparib,KPL1,ONEIL,breast,1.0768423789441148
391210-10-9,Niraparib,KPL1,ONEIL,breast,-1.1451388857767988
